240, kan i huske tuborgmanden
320, ”mit hus skal være et bedehus – men i har gjo
435, kan i huske den nysgerrighed, man kunne lægge
485, omar abdel hamid el-hussein
522, jeg gætter på, at de fleste af jer husker mau
594, kan du huske, hvordan gud så ud for dig, da d
1291, jeg var engang på skejby sygehus med min lill
1510, fra min barndoms dage kan jeg huske en uhygge
1651, kan i huske, da jeg før talte om vikingerne o
2136, fra ens skoletid kan de fleste sikkert huske 
2448, 14 jesus etablerer  kærlighedens husholdning 
2451, navnet betesda betyder nådens hus
2689, nogen gange, når man er i et gammelt hus, så 
2755, jeg ved ikke om i husker sangen, ”ham gud”
2907, der står huse til salg rundt om i hele landet
3105, jeg kan huske, at før i tiden, mens jeg læste
3834, gud husker os jeg vil begynde min prædike
4136, nu ved jeg ikke om i kan huske hvad jeg læste
4159, jeg ved ikke om i kan huske det, men mandag m
4477, vi kalder kirken ’guds hus’, men det er jo ik
4531, jesus bruger billedet af huset for at sige no
4589, ”i min fars hus er der mange boliger”, siger 
4662, hvor der er hjerterum, er der husrum, siges d
5019, kirken er et gammelt hus – bygget af le
5668, det er kun 10 husker at sige tak – det kunne 
5887, den århusianske forfatter, svend åge madsen, 
6458, prøv at huske, hvornår i sidst har budt et me
6489, en århushistorie fortæller, at århusianerne h
6685, kan i huske sidste gang, i blev begejstrede o
6713, kan i huske den sidste store afsked, i tog
6752, kan i alle huske grosbøll-sagen
6810, hvorfor kom kvinden ind i huset for at vaske 
6877, der var mange enker i israels hus, på profete
7374, måske kan i huske, at lars von trier for nogl
8152, guds hus er anderledes end andre huse; her ho
8485, jeg kan huske da jeg var 8 år og vi skulle af
8592, noget af det, jeg husk
8641, hvis min hustru mette kalder på mig og siger 
8814, om 2 år må jeg virkelig huske, at læse tekste
10456, det kan være sjovt at huske tilbage på dengan
10697, den her folder har stået i våbenhuset i kirke
10955, når jeg husker tilbage, så gjorde vi ikke det
12518, jeg husker præcist
12838, lars husums kræftsyge far fik troen på livet 
13058, kan i huske spørge-jørgen
13619, vi er alle i huset, men står
13652, mon ikke en del af jer husker bjarne jes hans
14085, ”kirken skal hver mands hjemhus være”
14184, man er kommet hjem fra sygehuset med den lill
16480, man skal være herre i eget hus, siger vi
16752, ”der står skrevet: mit hus skal være et bedeh
16807, nogle gange kan man huske de mærkeligste ting
17200, jeg husker tydeligt, da  min menighedsrådsfor
17215, når i bliver store, så vil i kunne huske noge
17601, jeg kan husk
17900, ud fra et overfyldt hus går en mand med sin b
18042, der var skingre mislyde i det hus, hvor jesus
18101, kan du huske, hvornår 
18856, hvad er det vi husker og tager med os hjem f
18908, hvad husker vi hinanden for
19668, der er ingen af os, der direkte kan huske det
19949, husk nu at sige tak, når du får noget
20270, det var så det år, hvor husene på skovkrogen,
20509, ”forlad dit land og din slægt og din fars hus
20875, 1 ))))) hvad husker du fra de
21074, og hele hans hustand kom til tro
21246, der er helte, vi husker fra vores barndom og 
21432, elefanter husker godt, men internettet glemme
21466, kirken den er et gammelt hus, for kristendomm
21600, tænk et øjeblik på det hus, i bor i
21711, ”i min faders hus er der mange boliger”, sige
21751, ”kirken den er et gammelt hus, står om end tå
22258, i går var der stor demonstration i århus
22522, det ene hus bliver bygget direkte oven på san
22664, et menneske er ligesom et hus
22665, huset har vægg
23838, jeg var til en konference i århus i forrige u
24100, "har du husket at sige tak for hilsenen til d
24136, har du husket at sige tak
24208, kan i huske, dengang man købte rigtige gr
24325, "har du husket at sige tak for hilsenen til d
25294, "glemmer du, så husker jeg det ord for ord- a
26042, for nogle år siden mødte jeg i århus en korde
27235, de ældste af jer kan huske hvordan det var d
28056, det store tomme hus som ondskaben tager bolig
28110, vi skal bygge vores hus på klippen – ikke på 
28138, kirken som et bedehus kirken er et bedehus
28488, som barn kan jeg huske, at vi engang imellem 
28735, måske kan i huske sagen, der optog medierne f
28855, når husets teenagere får lov at være alene hj
29016, huspriserne falder, og det er
29103, henning nabe-nielsen, sygehuspræst  ved  rigs
29494, jeg må indrømme, at jeg desværre ikke husker 
29511, da jeg studerede teologi på århus universitet
29565, jeg husker engang, mens jeg studerede teologi
29677, da jeg var barn husker jeg villavejenes hække
29683, bethesda betyder ”barmhjertighedens hus”
29744, vi har en tradition i husum kirke om at vi hv
30089, høsten er i hus som de salmer, vi har sunget
30101, kan i huske, at jeg fortalte om paulus lige f
30520, der er aldrig nogen, der husker taberen
31047, jeg husker en sang, fra da jeg var barn
31562, søndagens prædiketekst: at bygge sit hus på s
31775, jeg kan huske, at jeg på et tidspunkt fik for
32397, sagen om carina fra århus
32494, ”i dag skal jeg være gæst i dit hus
33325, parfume og rationelle mænd huset fyldtes af 
34111, ja, og så skal vi jo husk
35322, mennesker bygger huse
35323, parcelhuse, rækkehus
35562, kan i huske sangen om de 10 små cyklister,  
35662, tre små grise bygger hver deres hus
35722, jeg har brugt de sidste uger på, at huske at 
35940, jeg husker, selvfølgelig, min barndoms jul, d
36282, da jeg var barn og boede i århus, var der på 
36316, her sidder jesus så, og underviser i sit hus 
36531, jeg kan godt huske de gange vi har planlagt a
36865, i kan sikkert huske det
36870, jeg husker det som var det i går, også selvom
37100, vi er nogle, der kan huske de gamle saltkar, 
37993, der er et tegn, som jeg kan huske at have bru
38016, da kirkens korshær i århus for nogle år siden
38042, prædikestol: jeg er dårlig til at huske navne
39006, jeg ved ikke om i husker sangen, ”ham gud”
39157, ”et kraftigt vindstød fyldte huset, hvor de s
39888, hvor der er hjerterum er der husrum
40030, bethesda betyder "barmhjertighedens hus"
